 (0.7498326140516676, 5790193557.585637, 0.7483424685581168),
 (0.7572118561574925, 5620191979.641585, 0.755731198662066),
 (0.7630462724253405, 5496213933.121872, 0.761119621143947),
 (0.7672548592430972, 5369098535.323751, 0.7666444014297839),
 (0.769147967703893, 5330087188.512332, 0.7683399404716391),
 (0.7718222288888524, 5276236658.295644, 0.7706804307102451),
 (0.7742784685991824, 5218107485.573936, 0.7732068823679342),
 (0.7833438173887046, 5015340138.879839, 0.7820197017354675),
 (0.7857821958353247, 4943919485.046883, 0.7851238372464506),
 (0.787747362122361, 4890524798.72025, 0.7874445152720531),
 (0.7938547858111094, 4749017262.304065, 0.7935948169745352),
 (0.7938590363084816, 4748932306.456301, 0.7935985093863203),
 (0.7940168394683542, 4746164741.053614, 0.7937187952922088),
 (0.7941652886450562, 4743663500.726651, 0.7938275059872772),
 (0.7942280702917456, 4742001944.597774, 0.7938997217274916),
 (0.795548575543924, 4710931613.290092, 0.795250122676995),
 (0.8028390837946395, 4538276400.526687, 0.8027541869543782),
 (0.8138444829241562, 4286304692.4529195, 0.8137055614492714),
 (0.814182138195118, 4277162031.156592, 0.814102926330041),
 (0.816888755804463, 4215195680.522142, 0.816796152157129),
 (0.8169404582267326, 4213167446.1210623, 0.8168843047305249),
 (0.8255080173017465, 4016343814.8622217, 0.8254387940890259),
 (0.8260070622731062, 4007050761.936757, 0.8258426953982865),
 (0.8277685555570383, 3968191789.165917, 0.8275316118506675),
 (0.8285157770272924, 3951759054.0009875, 0.8282458231331257),
 (0.8285172922121276, 3951643054.637035, 0.8282508647804023),
 (0.8287006201613734, 3947866354.787211, 0.8284150104089986),
 (0.8325186381208998, 3839218418.311744, 0.8331371446896134),
 (0.832694269050537, 3837509761.9079447, 0.8332114075356454),
 (0.8334753675146317, 3821372429.105102, 0.8339127798294782),
 (0.834014254190254, 3807276862.951448, 0.8345254114016745),
 (0.8342972843533076, 3800443276.8782816, 0.8348224176044836),
 (0.8343667050124881, 3799076319.5677733, 0.834881829280264),
 (0.8346749897357315, 3794860113.5260115, 0.8350650770411494),
 (0.8346777275979805, 3794702871.2126417, 0.8350719112189755),
 (0.8350067851199946, 3789383418.829969, 0.8353031090609704),
 (0.8351747562592807, 3786040613.9691544, 0.8354483964353903),
 (0.8363591075905914, 3756294321.827403, 0.8367412510481924),
 (0.8363591075905914, 3756294321.827402, 0.8367412510481925),
 (0.8364120223961692, 3755728956.71037, 0.8367658233510527),
 (0.8395854057406181, 3681278724.9214826, 0.8400016325448095),
 (0.8397198544005344, 3678189580.253185, 0.8401358951586166),
 (0.8401127777136692, 3667760013.783361, 0.8405891924319636),
 (0.8402036611750447, 3666169794.683566, 0.8406583076712257),
 (0.8402621166330947, 3664872548.581834, 0.8407146895086182),
 (0.8403662331296062, 3662856906.1478543, 0.8408022948009386),
 (0.848106971093816, 3496144934.4873962, 0.8480480496850593),
 (0.8481203763376354, 3495427610.8819594, 0.8480792265163679),
 (0.8498460007618929, 3457527322.636762, 0.8497264759365928),
 (0.8539997749623307, 3361775614.3423214, 0.8538881051293084),
 (0.8540501903160168, 3360134982.477941, 0.8539594114441817),
 (0.85405348379644, 3359983288.393245, 0.8539660044809272),
 (0.8565300465659571, 3305374609.533105, 0.8563394459178273),
 (0.8598783377010074, 3225354212.4989886, 0.8598173496152302),
 (0.8598826309164416, 3225237057.524433, 0.8598224414884809),
 (0.8618026668403059, 3182201159.6210146, 0.8616928984467929),
 (0.8684190416392059, 3029068709.079154, 0.8683484504769188),
 (0.8684479697340884, 3028745646.537598, 0.8683624916520367),
 (0.8692602233596127, 3011298648.491285, 0.8691207855528779),
 (0.8765779882861351, 2839454517.1864166, 0.8765895980281192),
 (0.8787658229385052, 2790093497.998352, 0.8787349619291325),
 (0.8865027454286436, 2609244133.523254, 0.8865951662856884)]
